3.0
-263804.6130214232, 0.0, 0.0, 1076.9962032601816, -260432.8911550056, -520.764444332231, 0.0, 0.0, 519.780536912286, 0.0, 0.0, 557.2156663478956, 1.1546829405498479e-5, 1.1546829405498479e-5, -0.610818290882353, -0.21271112088235292, 6.588235294117647, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0
-263797.2374049982, 0.0, 0.0, 1076.9962032601816, -260425.51803856145, -520.764444332231, 0.0, 0.0, 519.780536912286, 0.0, 0.0, 557.2156663478956, 1.0975209064648291e-5, 2.2522038470146772e-5, -0.610818290882353, -0.21271112088235292, 6.588235294117647, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0
-263785.11077979935, 0.0, 0.0, 1076.9962032601816, -260413.3955232218, -520.764444332231, 0.0, 0.0, 519.780536912286, 0.0, 0.0, 557.2156663478956, 1.0975533770204178e-5, 3.349757224035095e-5, -0.610818290882353, -0.21271112088235292, 6.588235294117647, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0
-263768.2345449531, 0.0, 0.0, 1076.9962032601816, -260396.52500692848, -520.764444332231, 0.0, 0.0, 519.780536912286, 0.0, 0.0, 557.2156663478956, 1.0976067671132486e-5, 4.447363991148344e-5, -0.610818290882353, -0.21271112088235292, 6.588235294117647, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0
-263746.6105942235, 0.0, 0.0, 1076.9962032601816, -260374.908381815, -520.764444332231, 0.0, 0.0, 519.780536912286, 0.0, 0.0, 557.2156663478956, 1.0976810758524473e-5, 5.545045067000791e-5, -0.610818290882353, -0.21271112088235292, 6.588235294117647, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0
-263720.2413157182, 0.0, 0.0, 1076.9962032601816, -260348.54803391307, -520.764444332231, 0.0, 0.0, 519.780536912286, 0.0, 0.0, 557.2156663478956, 1.0977763022315272e-5, 6.642821369232318e-5, -0.610818290882353, -0.21271112088235292, 6.588235294117647, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0
-263689.1295915275, 0.0, 0.0, 1076.9962032601816, -260317.44684279198, -520.764444332231, 0.0, 0.0, 519.780536912286, 0.0, 0.0, 557.2156663478956, 1.097892445127423e-5, 7.74071381435974e-5, -0.610818290882353, -0.21271112088235292, 6.588235294117647, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0
-263653.27879729954, 0.0, 0.0, 1076.9962032601816, -260281.6081811341, -520.764444332231, 0.0, 0.0, 519.780536912286, 0.0, 0.0, 557.2156663478956, 1.098029503299225e-5, 8.838743317658966e-5, -0.610818290882353, -0.21271112088235292, 6.588235294117647, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0
-263612.69280174846, 0.0, 0.0, 1076.9962032601816, -260241.03591424396, -520.764444332231, 0.0, 0.0, 519.780536912286, 0.0, 0.0, 557.2156663478956, 1.0981874753866255e-5, 9.93693079304559e-5, -0.610818290882353, -0.21271112088235292, 6.588235294117647, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0
-263567.3759660988, 0.0, 0.0, 1076.9962032601816, -260195.73439949285, -520.764444332231, 0.0, 0.0, 519.780536912286, 0.0, 0.0, 557.2156663478956, 1.0983663599080681e-5, 0.00011035297152953659, -0.610818290882353, -0.21271112088235292, 6.588235294117647, -0.0, -0.0, 0.0, -0.0, -0.0, 0.0
